"Population by Mother tongue","Number"
"Bhojpuri",""
"Female","8"
"Male","14"
"Gurung",""
"Female","3"
"Male","8"
"Hayu/Vayu",""
"Female","8"
"Male","9"
"Hyolmo/Yholmo",""
"Female","193"
"Male","163"
"Magar",""
"Female","1003"
"Male","807"
"Maithili",""
"Female","65"
"Male","152"
"Majhi",""
"Female","1719"
"Male","1541"
"Nepali",""
"Female","17718"
"Male","14903"
"Newar",""
"Female","1314"
"Male","1079"
"Not Reported",""
"Female","104"
"Male","91"
"Others",""
"Female","15"
"Male","26"
"Sherpa",""
"Female","11"
"Male","18"
"Sunuwar",""
"Female","14"
"Male","16"
"Tamang",""
"Female","2489"
"Male","1908"
"Tharu",""
"Female","2"
"Male","15"
