"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","5"
"Cow Dung","1"
"Electricity","2"
"Kerosene","6"
"LP Gas","316"
"Not stated","10"
"Others","4"
"Wood/Firewood","3888"
"Total","4232"
