"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","45"
"Cow Dung","907"
"Electricity","0"
"Kerosene","31"
"LP Gas","207"
"Not stated","52"
"Others","12"
"Wood/Firewood","3285"
"Total","4539"
