"Population by Mother tongue","Number"
"Bantawa",""
"Female","10"
"Male","6"
"Ghale",""
"Female","157"
"Male","177"
"Hindi",""
"Female","18"
"Male","19"
"Magahi",""
"Female","48"
"Male","60"
"Magar",""
"Female","40"
"Male","35"
"Maithili",""
"Female","4664"
"Male","4561"
"Nepali",""
"Female","2968"
"Male","2393"
"Newar",""
"Female","19"
"Male","20"
"Not Reported",""
"Female","53"
"Male","45"
"Others",""
"Female","74"
"Male","73"
"Rai",""
"Female","90"
"Male","56"
"Tamang",""
"Female","62"
"Male","64"
"Tharu",""
"Female","2815"
"Male","2412"
"Thulung",""
"Female","12"
"Male","8"
"Urdu",""
"Female","83"
"Male","89"
