"Population by Five Years Age Group","Number"
"0-4",""
"Female","1907"
"Male","1983"
"10-14",""
"Female","1870"
"Male","1731"
"15-19",""
"Female","1319"
"Male","916"
"20-24",""
"Female","1130"
"Male","658"
"25-29",""
"Female","948"
"Male","511"
"30-34",""
"Female","875"
"Male","413"
"35-39",""
"Female","715"
"Male","393"
"40-44",""
"Female","659"
"Male","339"
"45-49",""
"Female","486"
"Male","302"
"50-54",""
"Female","511"
"Male","323"
"55-59",""
"Female","353"
"Male","302"
"5-9",""
"Female","1951"
"Male","1975"
"60-64",""
"Female","517"
"Male","299"
"65-69",""
"Female","268"
"Male","208"
"70-74",""
"Female","205"
"Male","140"
"75+",""
"Female","165"
"Male","110"
