"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","1"
"Cow Dung","7"
"Electricity Fuel","2"
"KeroseneFuel","5"
"LP Gas","1"
"Not Sated about Fuel","14"
"OthersFuel","1"
"Wood/FireWood","3716"
"Total","3747"
