"Population by Religion","Number"
"Bahai","0"
"Bon","0"
"Buddism","35"
"Christianity","71"
"Hindu","18532"
"Islam","3"
"Jainism","0"
"Kirat","0"
"Prakriti","1"
"Sikhism","0"
"Undefined","54"
"Total","18696"
