"Population by Caste Ethinicity","Number"
"Badi",""
"Female","9"
"Male","9"
"","18"
"Brahman - Hill",""
"Female","718"
"Male","620"
"","1338"
"Chhetri",""
"Female","5468"
"Male","4907"
"","10375"
"Dalit Others",""
"Female","15"
"Male","11"
"","26"
"Damai/Dholi",""
"Female","427"
"Male","363"
"","790"
"Gaine",""
"Female","14"
"Male","15"
"","29"
"Gurung",""
"Female","16"
"Male","10"
"","26"
"Kami",""
"Female","1224"
"Male","1019"
"","2243"
"Magar",""
"Female","982"
"Male","835"
"","1817"
"Others",""
"Female","12"
"Male","13"
"","25"
"Sanyasi/Dasnami",""
"Female","38"
"Male","38"
"","76"
"Sarki",""
"Female","144"
"Male","119"
"","263"
"Thakuri",""
"Female","916"
"Male","754"
"","1670"
