"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","15"
"Cow Dung","3824"
"Electricity Fuel","0"
"KeroseneFuel","60"
"LP Gas","26"
"Not Sated about Fuel","65"
"OthersFuel","16"
"Wood/FireWood","239"
"Total","4245"
