"Population by Five Years Age Group","Number"
"0-4",""
"Female","940"
"Male","995"
"10-14",""
"Female","767"
"Male","882"
"15-19",""
"Female","674"
"Male","586"
"20-24",""
"Female","476"
"Male","456"
"25-29",""
"Female","418"
"Male","404"
"30-34",""
"Female","328"
"Male","332"
"35-39",""
"Female","295"
"Male","335"
"40-44",""
"Female","234"
"Male","222"
"45-49",""
"Female","248"
"Male","253"
"50-54",""
"Female","197"
"Male","205"
"55-59",""
"Female","143"
"Male","194"
"5-9",""
"Female","906"
"Male","985"
"60-64",""
"Female","253"
"Male","186"
"65-69",""
"Female","129"
"Male","126"
"70-74",""
"Female","46"
"Male","57"
"75+",""
"Female","29"
"Male","42"
