"Population by Caste/Ethinicity","Number"
"Brahman - Hill",""
"Female","1067"
"Male","1105"
"Chhetri",""
"Female","2463"
"Male","2573"
"Dalit Others",""
"Female","46"
"Male","50"
"Damai/Dholi",""
"Female","162"
"Male","152"
"Kami",""
"Female","865"
"Male","891"
"Kumal",""
"Female","180"
"Male","186"
"Others",""
"Female","5"
"Male","10"
"Sanyasi/Dasnami",""
"Female","18"
"Male","20"
"Sarki",""
"Female","305"
"Male","316"
"Terai Others",""
"Female","7"
"Male","6"
"Thakuri",""
"Female","965"
"Male","951"
