"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","1"
"Cow Dung","0"
"Electricity","0"
"Kerosene","1"
"LP Gas","1"
"Not stated","24"
"Others","1"
"Wood/Firewood","1974"
"Total","2002"
