"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","2920"
"Cow Dung","33"
"Electricity Fuel","11"
"KeroseneFuel","148"
"LP Gas","5059"
"Not Sated about Fuel","220"
"OthersFuel","55"
"Wood/FireWood","12238"
"Total","20684"
