"Number of households by type of outer wall","Number"
"BambooWall","1409"
"Cement Bonded Bricks/Stone Wall","13301"
"Mud Bonded Bricks/Stone Wall","2637"
"Not Stated about Wall","488"
"Other Type Wall","254"
"Unbaked Bricks","94"
"Wood/Planks","2501"
"Total","20684"
