"Population by Mother tongue","Number"
"Bhojpuri",""
"Female","7"
"Male","12"
"Gurung",""
"Female","5"
"Male","6"
"Hindi",""
"Female","12"
"Male","18"
"Magar",""
"Female","48"
"Male","48"
"Maithili",""
"Female","28"
"Male","71"
"Nepali",""
"Female","9727"
"Male","9122"
"Newar",""
"Female","2830"
"Male","2624"
"Not Reported",""
"Female","22"
"Male","32"
"Others",""
"Female","16"
"Male","23"
"Pahari",""
"Female","11"
"Male","5"
"Rai",""
"Female","38"
"Male","29"
"Sunuwar",""
"Female","7"
"Male","10"
"Tamang",""
"Female","3898"
"Male","3456"
"Thami",""
"Female","21"
"Male","18"
"Tharu",""
"Female","8"
"Male","10"
