"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","42"
"Cow Dung","2"
"Electricity Fuel","3"
"KeroseneFuel","13"
"LP Gas","6"
"Not Sated about Fuel","199"
"OthersFuel","1"
"Wood/FireWood","24622"
"Total","24888"
