"Population by Mother tongue","Number"
"Gurung",""
"Female","12"
"Male","14"
"","26"
"Hindi",""
"Female","0"
"Male","13"
"","13"
"Maithili",""
"Female","1"
"Male","39"
"","40"
"Nepali",""
"Female","68587"
"Male","64456"
"","133043"
"Not Reported",""
"Female","6"
"Male","6"
"","12"
"Others",""
"Female","48"
"Male","112"
"","160"
"Sherpa",""
"Female","370"
"Male","367"
"","737"
"Sign Language",""
"Female","5"
"Male","11"
"","16"
"Tamang",""
"Female","44"
"Male","45"
"","89"
"Tharu",""
"Female","3"
"Male","15"
"","18"
