"Population by Caste Ethinicity","Number"
"Badi",""
"Female","986"
"Male","883"
"","1869"
"Bangali",""
"Female","23"
"Male","20"
"","43"
"Bhote",""
"Female","693"
"Male","676"
"","1369"
"Brahman - Hill",""
"Female","4873"
"Male","4482"
"","9355"
"Chhetri",""
"Female","39772"
"Male","37790"
"","77562"
"Dalit Others",""
"Female","651"
"Male","572"
"","1223"
"Damai/Dholi",""
"Female","2997"
"Male","2691"
"","5688"
"Dhanuk",""
"Female","12"
"Male","5"
"","17"
"Gurung",""
"Female","14"
"Male","15"
"","29"
"Kami",""
"Female","6760"
"Male","6325"
"","13085"
"Kumal",""
"Female","236"
"Male","201"
"","437"
"Limbu",""
"Female","116"
"Male","78"
"","194"
"Lohar",""
"Female","2637"
"Male","2534"
"","5171"
"Magar",""
"Female","51"
"Male","39"
"","90"
"Mallaha",""
"Female","43"
"Male","50"
"","93"
"Musalman",""
"Female","49"
"Male","43"
"","92"
"Newar",""
"Female","13"
"Male","27"
"","40"
"Others",""
"Female","133"
"Male","183"
"","316"
"Sanyasi/Dasnami",""
"Female","1687"
"Male","1530"
"","3217"
"Sarki",""
"Female","3400"
"Male","3302"
"","6702"
"Tamang",""
"Female","46"
"Male","50"
"","96"
"Teli",""
"Female","138"
"Male","124"
"","262"
"Terai Others",""
"Female","50"
"Male","36"
"","86"
"Thakuri",""
"Female","3619"
"Male","3324"
"","6943"
"Tharu",""
"Female","77"
"Male","98"
"","175"
