"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","1007"
"Cow Dung","46"
"Electricity Fuel","19"
"KeroseneFuel","261"
"LP Gas","9774"
"Not Sated about Fuel","117"
"OthersFuel","50"
"Wood/FireWood","6830"
"Total","18104"
