"Population by Mother tongue","Number"
"Bhojpuri",""
"Female","21"
"Male","36"
"","57"
"Bhujel",""
"Female","11"
"Male","8"
"","19"
"Danuwar",""
"Female","25"
"Male","24"
"","49"
"Magar",""
"Female","1198"
"Male","1098"
"","2296"
"Maithili",""
"Female","9"
"Male","28"
"","37"
"Majhi",""
"Female","365"
"Male","320"
"","685"
"Nepali",""
"Female","3461"
"Male","3124"
"","6585"
"Newar",""
"Female","74"
"Male","76"
"","150"
"Others",""
"Female","17"
"Male","23"
"","40"
"Pahari",""
"Female","193"
"Male","161"
"","354"
"Rai",""
"Female","946"
"Male","855"
"","1801"
"Tamang",""
"Female","9540"
"Male","8882"
"","18422"
