"Population by Religion","Number"
"Bahai","2"
"Bon","0"
"Buddism","20271"
"Christianity","1101"
"Hindu","8498"
"Islam","9"
"Jainism","0"
"Kirat","4"
"Prakriti","647"
"Sikhism","0"
"Undefined","55"
"Total","30587"
