"Population by Caste Ethinicity","Number"
"Brahman - Hill",""
"Female","267"
"Male","254"
"","521"
"Brahmu/ Baramo",""
"Female","19"
"Male","18"
"","37"
"Chhetri",""
"Female","316"
"Male","285"
"","601"
"Damai/Dholi",""
"Female","118"
"Male","108"
"","226"
"Danuwar",""
"Female","29"
"Male","26"
"","55"
"Dhanuk",""
"Female","8"
"Male","6"
"","14"
"Gharti/Bhujel",""
"Female","11"
"Male","8"
"","19"
"Kalwar",""
"Female","6"
"Male","7"
"","13"
"Kami",""
"Female","514"
"Male","472"
"","986"
"Kathabaniyan",""
"Female","7"
"Male","8"
"","15"
"Magar",""
"Female","2018"
"Male","1767"
"","3785"
"Majhi",""
"Female","756"
"Male","678"
"","1434"
"Newar",""
"Female","253"
"Male","238"
"","491"
"Others",""
"Female","27"
"Male","53"
"","80"
"Pahari",""
"Female","604"
"Male","583"
"","1187"
"Rai",""
"Female","1334"
"Male","1192"
"","2526"
"Sarki",""
"Female","16"
"Male","25"
"","41"
"Sunuwar",""
"Female","4"
"Male","10"
"","14"
"Tamang",""
"Female","9553"
"Male","8897"
"","18450"
