"Population by Five Years Age Group","Number"
"0-4",""
"Female","1513"
"Male","1628"
"10-14",""
"Female","1316"
"Male","1388"
"15-19",""
"Female","964"
"Male","1009"
"20-24",""
"Female","877"
"Male","858"
"25-29",""
"Female","759"
"Male","937"
"30-34",""
"Female","594"
"Male","649"
"35-39",""
"Female","560"
"Male","634"
"40-44",""
"Female","388"
"Male","466"
"45-49",""
"Female","349"
"Male","442"
"50-54",""
"Female","291"
"Male","289"
"55-59",""
"Female","236"
"Male","298"
"5-9",""
"Female","1388"
"Male","1422"
"60-64",""
"Female","360"
"Male","294"
"65-69",""
"Female","161"
"Male","148"
"70-74",""
"Female","60"
"Male","68"
"75+",""
"Female","37"
"Male","74"
