"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","209"
"Cow Dung","1958"
"Electricity Fuel","3"
"KeroseneFuel","69"
"LP Gas","1450"
"Not Sated about Fuel","69"
"OthersFuel","79"
"Wood/FireWood","6445"
"Total","10282"
