"Population by Religion","Number"
"Bahai","2"
"Bon","0"
"Buddism","818"
"Christianity","389"
"Hindu","54967"
"Islam","3399"
"Jainism","0"
"Kirat","92"
"Prakriti","21"
"Sikhism","0"
"Undefined","140"
"Total","59828"
