"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","1"
"Cow Dung","0"
"Electricity Fuel","8"
"KeroseneFuel","199"
"LP Gas","647"
"Not Sated about Fuel","29"
"OthersFuel","4"
"Wood/FireWood","5337"
"Total","6225"
