"Population by Caste Ethinicity","Number"
"Brahman - Hill",""
"Female","837"
"Male","734"
"","1571"
"Chhetri",""
"Female","3540"
"Male","3307"
"","6847"
"Dalit Others",""
"Female","7"
"Male","4"
"","11"
"Damai/Dholi",""
"Female","192"
"Male","182"
"","374"
"Ghale",""
"Female","13"
"Male","9"
"","22"
"Gharti/Bhujel",""
"Female","107"
"Male","100"
"","207"
"Gurung",""
"Female","234"
"Male","235"
"","469"
"Hyolmo",""
"Female","17"
"Male","9"
"","26"
"Jirel",""
"Female","38"
"Male","26"
"","64"
"Kalwar",""
"Female","9"
"Male","11"
"","20"
"Kami",""
"Female","510"
"Male","464"
"","974"
"Magar",""
"Female","362"
"Male","320"
"","682"
"Majhi",""
"Female","13"
"Male","12"
"","25"
"Newar",""
"Female","1967"
"Male","1948"
"","3915"
"Others",""
"Female","42"
"Male","72"
"","114"
"Rai",""
"Female","9"
"Male","7"
"","16"
"Sanyasi/Dasnami",""
"Female","5"
"Male","8"
"","13"
"Sarki",""
"Female","25"
"Male","28"
"","53"
"Sherpa",""
"Female","718"
"Male","711"
"","1429"
"Tamang",""
"Female","4766"
"Male","4477"
"","9243"
"Teli",""
"Female","7"
"Male","23"
"","30"
"Thami",""
"Female","213"
"Male","217"
"","430"
