"Population by Mother tongue","Number"
"Bhojpuri",""
"Female","2"
"Male","9"
"","11"
"Gurung",""
"Female","10"
"Male","13"
"","23"
"Hindi",""
"Female","3"
"Male","14"
"","17"
"Hyolmo/Yholmo",""
"Female","10"
"Male","4"
"","14"
"Maithili",""
"Female","24"
"Male","60"
"","84"
"Nepali",""
"Female","7585"
"Male","7091"
"","14676"
"Newar",""
"Female","746"
"Male","739"
"","1485"
"Not Reported",""
"Female","9"
"Male","7"
"","16"
"Others",""
"Female","24"
"Male","25"
"","49"
"Sherpa",""
"Female","784"
"Male","782"
"","1566"
"Sign Language",""
"Female","4"
"Male","9"
"","13"
"Tamang",""
"Female","4309"
"Male","4032"
"","8341"
"Thami",""
"Female","121"
"Male","119"
"","240"
