"Population by Caste Ethinicity","Number"
"Brahman - Hill",""
"Female","909"
"Male","751"
"","1660"
"Chhetri",""
"Female","5596"
"Male","5035"
"","10631"
"Dalit Others",""
"Female","35"
"Male","34"
"","69"
"Damai/Dholi",""
"Female","258"
"Male","212"
"","470"
"Kami",""
"Female","432"
"Male","389"
"","821"
"Magar",""
"Female","28"
"Male","21"
"","49"
"Others",""
"Female","16"
"Male","11"
"","27"
"Sanyasi/Dasnami",""
"Female","438"
"Male","382"
"","820"
"Sarki",""
"Female","576"
"Male","547"
"","1123"
"Terai Others",""
"Female","5"
"Male","10"
"","15"
"Thakuri",""
"Female","324"
"Male","287"
"","611"
