"Number of households by type of outer wall","Number"
"BambooWall","87492"
"Cement Bonded Bricks/Stone Wall","29109"
"Mud Bonded Bricks/Stone Wall","5300"
"Not stated","1735"
"Others","790"
"Unbaked Bricks","199"
"Wood/Planks","8178"
"Total","132803"
