"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","2455"
"Cow Dung","34461"
"Electricity","78"
"Kerosene","1897"
"LP Gas","5272"
"Not stated","1464"
"Others","1526"
"Wood/Firewood","85650"
"Total","132803"
