"Population by Single Year of Age","Number"
"0",""
"Female","7076"
"Male","7611"
"1",""
"Female","6178"
"Male","6358"
"10",""
"Female","15418"
"Male","16364"
"11",""
"Female","6508"
"Male","6911"
"12",""
"Female","12490"
"Male","13746"
"13",""
"Female","7452"
"Male","7836"
"14",""
"Female","9024"
"Male","9462"
"15",""
"Female","8433"
"Male","9412"
"16",""
"Female","8498"
"Male","9471"
"17",""
"Female","5483"
"Male","6146"
"18",""
"Female","8492"
"Male","10351"
"19",""
"Female","3934"
"Male","4168"
"2",""
"Female","9194"
"Male","9633"
"20",""
"Female","9697"
"Male","9473"
"21",""
"Female","3427"
"Male","3324"
"22",""
"Female","7136"
"Male","6824"
"23",""
"Female","4983"
"Male","3563"
"24",""
"Female","4992"
"Male","4160"
"25",""
"Female","10739"
"Male","10636"
"26",""
"Female","4538"
"Male","3875"
"27",""
"Female","4060"
"Male","3702"
"28",""
"Female","8387"
"Male","6204"
"29",""
"Female","1952"
"Male","1977"
"3",""
"Female","9807"
"Male","10163"
"30",""
"Female","12719"
"Male","12291"
"31",""
"Female","1728"
"Male","1592"
"32",""
"Female","6454"
"Male","5545"
"33",""
"Female","3573"
"Male","2283"
"34",""
"Female","2942"
"Male","2261"
"35",""
"Female","11367"
"Male","13445"
"36",""
"Female","3170"
"Male","3316"
"37",""
"Female","2188"
"Male","2068"
"38",""
"Female","5977"
"Male","4242"
"39",""
"Female","1350"
"Male","1340"
"4",""
"Female","10379"
"Male","10447"
"40",""
"Female","10850"
"Male","13134"
"41",""
"Female","1204"
"Male","1367"
"42",""
"Female","3600"
"Male","3633"
"43",""
"Female","2269"
"Male","1449"
"44",""
"Female","1617"
"Male","1421"
"45",""
"Female","8394"
"Male","10647"
"46",""
"Female","1599"
"Male","1669"
"47",""
"Female","1262"
"Male","1434"
"48",""
"Female","3687"
"Male","2718"
"49",""
"Female","923"
"Male","846"
"5",""
"Female","11523"
"Male","12306"
"50",""
"Female","7302"
"Male","9448"
"51",""
"Female","813"
"Male","972"
"52",""
"Female","1897"
"Male","2101"
"53",""
"Female","1246"
"Male","907"
"54",""
"Female","995"
"Male","838"
"55",""
"Female","5669"
"Male","6576"
"56",""
"Female","1201"
"Male","1351"
"57",""
"Female","914"
"Male","1010"
"58",""
"Female","2329"
"Male","1710"
"59",""
"Female","759"
"Male","787"
"6",""
"Female","11121"
"Male","11559"
"60",""
"Female","6542"
"Male","7523"
"61",""
"Female","674"
"Male","806"
"62",""
"Female","1610"
"Male","1411"
"63",""
"Female","956"
"Male","623"
"64",""
"Female","681"
"Male","617"
"65",""
"Female","4973"
"Male","5059"
"66",""
"Female","622"
"Male","686"
"67",""
"Female","589"
"Male","571"
"68",""
"Female","1279"
"Male","1368"
"69",""
"Female","318"
"Male","487"
"7",""
"Female","9806"
"Male","10164"
"70",""
"Female","3753"
"Male","4109"
"71",""
"Female","329"
"Male","376"
"72",""
"Female","694"
"Male","877"
"73",""
"Female","320"
"Male","319"
"74",""
"Female","218"
"Male","234"
"75",""
"Female","1755"
"Male","1771"
"76",""
"Female","183"
"Male","236"
"77",""
"Female","200"
"Male","213"
"78",""
"Female","346"
"Male","331"
"79",""
"Female","103"
"Male","121"
"8",""
"Female","13549"
"Male","14346"
"80",""
"Female","925"
"Male","917"
"81",""
"Female","67"
"Male","77"
"82",""
"Female","100"
"Male","97"
"83",""
"Female","45"
"Male","75"
"84",""
"Female","89"
"Male","76"
"85",""
"Female","911"
"Male","794"
"9",""
"Female","7417"
"Male","7389"
