"Population by Single Year of Age","Number"
"0",""
"Female","5152"
"Male","5700"
"1",""
"Female","4133"
"Male","4475"
"10",""
"Female","11365"
"Male","12052"
"11",""
"Female","5839"
"Male","5529"
"12",""
"Female","10123"
"Male","10218"
"13",""
"Female","6584"
"Male","6811"
"14",""
"Female","7622"
"Male","7283"
"15",""
"Female","7554"
"Male","7528"
"16",""
"Female","7675"
"Male","7438"
"17",""
"Female","4689"
"Male","4689"
"18",""
"Female","7246"
"Male","7561"
"19",""
"Female","3733"
"Male","3698"
"2",""
"Female","6569"
"Male","6931"
"20",""
"Female","8600"
"Male","6551"
"21",""
"Female","3442"
"Male","3147"
"22",""
"Female","6605"
"Male","5526"
"23",""
"Female","4123"
"Male","3092"
"24",""
"Female","4260"
"Male","3238"
"25",""
"Female","11176"
"Male","8920"
"26",""
"Female","3728"
"Male","3095"
"27",""
"Female","3312"
"Male","2967"
"28",""
"Female","7034"
"Male","5139"
"29",""
"Female","1697"
"Male","1635"
"3",""
"Female","7673"
"Male","7776"
"30",""
"Female","12548"
"Male","9809"
"31",""
"Female","1252"
"Male","1186"
"32",""
"Female","5405"
"Male","4226"
"33",""
"Female","2676"
"Male","1540"
"34",""
"Female","2225"
"Male","1486"
"35",""
"Female","11949"
"Male","11895"
"36",""
"Female","2395"
"Male","2312"
"37",""
"Female","1656"
"Male","1597"
"38",""
"Female","4642"
"Male","3188"
"39",""
"Female","1220"
"Male","1074"
"4",""
"Female","7349"
"Male","7499"
"40",""
"Female","10212"
"Male","10568"
"41",""
"Female","976"
"Male","1143"
"42",""
"Female","3251"
"Male","2878"
"43",""
"Female","1717"
"Male","1091"
"44",""
"Female","1323"
"Male","1021"
"45",""
"Female","8677"
"Male","9868"
"46",""
"Female","1267"
"Male","1293"
"47",""
"Female","1008"
"Male","1153"
"48",""
"Female","3078"
"Male","2400"
"49",""
"Female","858"
"Male","765"
"5",""
"Female","9371"
"Male","10197"
"50",""
"Female","7248"
"Male","8139"
"51",""
"Female","733"
"Male","921"
"52",""
"Female","1798"
"Male","1861"
"53",""
"Female","1184"
"Male","790"
"54",""
"Female","992"
"Male","752"
"55",""
"Female","5838"
"Male","6969"
"56",""
"Female","1035"
"Male","1215"
"57",""
"Female","776"
"Male","1000"
"58",""
"Female","2230"
"Male","1879"
"59",""
"Female","866"
"Male","862"
"6",""
"Female","7999"
"Male","8314"
"60",""
"Female","6241"
"Male","6658"
"61",""
"Female","728"
"Male","802"
"62",""
"Female","1626"
"Male","1464"
"63",""
"Female","813"
"Male","609"
"64",""
"Female","652"
"Male","529"
"65",""
"Female","4568"
"Male","4648"
"66",""
"Female","531"
"Male","513"
"67",""
"Female","389"
"Male","491"
"68",""
"Female","964"
"Male","1224"
"69",""
"Female","306"
"Male","359"
"7",""
"Female","8456"
"Male","8727"
"70",""
"Female","3250"
"Male","3518"
"71",""
"Female","273"
"Male","358"
"72",""
"Female","625"
"Male","665"
"73",""
"Female","230"
"Male","218"
"74",""
"Female","152"
"Male","159"
"75",""
"Female","1581"
"Male","1678"
"76",""
"Female","148"
"Male","176"
"77",""
"Female","88"
"Male","140"
"78",""
"Female","229"
"Male","246"
"79",""
"Female","65"
"Male","98"
"8",""
"Female","10116"
"Male","10877"
"80",""
"Female","786"
"Male","800"
"81",""
"Female","57"
"Male","61"
"82",""
"Female","53"
"Male","77"
"83",""
"Female","28"
"Male","27"
"84",""
"Female","31"
"Male","38"
"85",""
"Female","749"
"Male","735"
"9",""
"Female","6015"
"Male","6061"
