"Population by Mother tongue","Number"
"Bahing",""
"Female","89"
"Male","80"
"Bangla",""
"Female","63"
"Male","58"
"Bantawa",""
"Female","10"
"Male","6"
"Bhojpuri",""
"Female","282"
"Male","245"
"Bhujel",""
"Female","180"
"Male","188"
"Danuwar",""
"Female","234"
"Male","192"
"Doteli",""
"Female","82"
"Male","85"
"Ghale",""
"Female","157"
"Male","177"
"Gurung",""
"Female","9"
"Male","17"
"Hindi",""
"Female","263"
"Male","270"
"Lapcha",""
"Female","14"
"Male","20"
"Limbu",""
"Female","185"
"Male","154"
"Magahi",""
"Female","470"
"Male","440"
"Magar",""
"Female","808"
"Male","695"
"Maithili",""
"Female","254799"
"Male","250529"
"Meche",""
"Female","88"
"Male","89"
"Mewahang",""
"Female","7"
"Male","8"
"Musalman",""
"Female","156"
"Male","129"
"Nepali",""
"Female","13496"
"Male","12216"
"Newar",""
"Female","476"
"Male","397"
"Not Reported",""
"Female","2010"
"Male","1866"
"Others",""
"Female","425"
"Male","323"
"Rai",""
"Female","555"
"Male","506"
"Rajsthani",""
"Female","278"
"Male","284"
"Sunuwar",""
"Female","804"
"Male","733"
"Tamang",""
"Female","573"
"Male","626"
"Tharu",""
"Female","35768"
"Male","30660"
"Thulung",""
"Female","23"
"Male","19"
"Urdu",""
"Female","12962"
"Male","11544"
"Yakkha",""
"Female","11"
"Male","11"
