"Population by Five Years Age Group","Number"
"0-4",""
"Female","1748"
"Male","2060"
"10-14",""
"Female","2698"
"Male","2689"
"15-19",""
"Female","2679"
"Male","2018"
"20-24",""
"Female","2432"
"Male","1367"
"25-29",""
"Female","1945"
"Male","1390"
"30-34",""
"Female","1509"
"Male","936"
"35-39",""
"Female","1400"
"Male","860"
"40-44",""
"Female","1318"
"Male","826"
"45-49",""
"Female","1075"
"Male","760"
"50-54",""
"Female","864"
"Male","823"
"55-59",""
"Female","707"
"Male","629"
"5-9",""
"Female","2412"
"Male","2609"
"60-64",""
"Female","702"
"Male","631"
"65-69",""
"Female","516"
"Male","465"
"70-74",""
"Female","394"
"Male","402"
"75+",""
"Female","437"
"Male","471"
