"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","43"
"Cow Dung","9"
"Electricity","2"
"Kerosene","49"
"LP Gas","2278"
"Not stated","58"
"Others","16"
"Wood/Firewood","8126"
"Total","10581"
