"Population by Mother tongue","Number"
"Achhami",""
"Female","47"
"Male","28"
"","75"
"Assami",""
"Female","83"
"Male","68"
"","151"
"Bhojpuri",""
"Female","7"
"Male","5"
"","12"
"Hindi",""
"Female","33"
"Male","43"
"","76"
"Magar",""
"Female","214"
"Male","158"
"","372"
"Maithili",""
"Female","19"
"Male","29"
"","48"
"Nepali",""
"Female","9450"
"Male","7931"
"","17381"
"Newar",""
"Female","43"
"Male","46"
"","89"
"Others",""
"Female","25"
"Male","13"
"","38"
"Sign Language",""
"Female","2"
"Male","10"
"","12"
"Tharu",""
"Female","13459"
"Male","12284"
"","25743"
"Urdu",""
"Female","98"
"Male","84"
"","182"
"Yakkha",""
"Female","72"
"Male","65"
"","137"
