"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","540"
"Cow Dung","13"
"Electricity Fuel","1"
"KeroseneFuel","27"
"LP Gas","300"
"Not Sated about Fuel","26"
"OthersFuel","9"
"Wood/FireWood","7736"
"Total","8652"
