"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","7"
"Cow Dung","3139"
"Electricity","0"
"Kerosene","56"
"LP Gas","41"
"Not stated","9"
"Others","3"
"Wood/Firewood","214"
"Total","3469"
