"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","8"
"Cow Dung","5"
"Electricity Fuel","0"
"KeroseneFuel","6"
"LP Gas","89"
"Not Sated about Fuel","10"
"OthersFuel","1"
"Wood/FireWood","3692"
"Total","3811"
