"Population by Caste Ethinicity","Number"
"Brahman - Hill",""
"Female","1409"
"Male","1312"
"","2721"
"Chhetri",""
"Female","903"
"Male","810"
"","1713"
"Damai/Dholi",""
"Female","194"
"Male","187"
"","381"
"Gharti/Bhujel",""
"Female","12"
"Male","11"
"","23"
"Gurung",""
"Female","216"
"Male","209"
"","425"
"Kami",""
"Female","374"
"Male","287"
"","661"
"Limbu",""
"Female","4597"
"Male","4204"
"","8801"
"Magar",""
"Female","119"
"Male","96"
"","215"
"Newar",""
"Female","104"
"Male","110"
"","214"
"Others",""
"Female","15"
"Male","19"
"","34"
"Rai",""
"Female","1325"
"Male","1186"
"","2511"
"Sanyasi/Dasnami",""
"Female","89"
"Male","79"
"","168"
"Sarki",""
"Female","78"
"Male","62"
"","140"
"Sherpa",""
"Female","25"
"Male","15"
"","40"
"Sunuwar",""
"Female","63"
"Male","58"
"","121"
"Tamang",""
"Female","39"
"Male","35"
"","74"
"Undefined Others",""
"Female","18"
"Male","21"
"","39"
