"Population by Mother tongue","Number"
"Bantawa",""
"Female","13"
"Male","11"
"","24"
"Bhojpuri",""
"Female","2"
"Male","10"
"","12"
"Hindi",""
"Female","10"
"Male","13"
"","23"
"Maithili",""
"Female","5"
"Male","44"
"","49"
"Nepali",""
"Female","53237"
"Male","52947"
"","106184"
"Not Reported",""
"Female","47"
"Male","34"
"","81"
"Others",""
"Female","44"
"Male","93"
"","137"
"Sherpa",""
"Female","159"
"Male","136"
"","295"
"Tamang",""
"Female","368"
"Male","287"
"","655"
"Thakali",""
"Female","9"
"Male","10"
"","19"
"Tharu",""
"Female","5"
"Male","11"
"","16"
