"Population by Religion","Number"
"Bahai","1"
"Bon","0"
"Buddism","1344"
"Christianity","714"
"Hindu","106618"
"Islam","111"
"Jainism","0"
"Kirat","0"
"Prakriti","1"
"Sikhism","0"
"Undefined","132"
"Total","108921"
