"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","9"
"Cow Dung","1"
"Electricity Fuel","2"
"KeroseneFuel","4"
"LP Gas","113"
"Not Sated about Fuel","126"
"OthersFuel","18"
"Wood/FireWood","19018"
"Total","19291"
