"Population by Caste Ethinicity","Number"
"Badi",""
"Female","10"
"Male","5"
"","15"
"Bhote",""
"Female","33"
"Male","27"
"","60"
"Brahman - Hill",""
"Female","6043"
"Male","5725"
"","11768"
"Chhetri",""
"Female","32450"
"Male","32473"
"","64923"
"Dalit Others",""
"Female","22"
"Male","15"
"","37"
"Damai/Dholi",""
"Female","1398"
"Male","1330"
"","2728"
"Gharti/Bhujel",""
"Female","92"
"Male","87"
"","179"
"Gurung",""
"Female","56"
"Male","37"
"","93"
"Halwai",""
"Female","5"
"Male","9"
"","14"
"Jirel",""
"Female","17"
"Male","15"
"","32"
"Kami",""
"Female","3978"
"Male","3948"
"","7926"
"Lohar",""
"Female","484"
"Male","510"
"","994"
"Magar",""
"Female","24"
"Male","40"
"","64"
"Musalman",""
"Female","42"
"Male","67"
"","109"
"Newar",""
"Female","82"
"Male","88"
"","170"
"Others",""
"Female","94"
"Male","162"
"","256"
"Rai",""
"Female","17"
"Male","15"
"","32"
"Rajdhob",""
"Female","4"
"Male","7"
"","11"
"Sanyasi/Dasnami",""
"Female","621"
"Male","571"
"","1192"
"Sarki",""
"Female","3781"
"Male","3882"
"","7663"
"Tamang",""
"Female","650"
"Male","551"
"","1201"
"Terai Others",""
"Female","17"
"Male","18"
"","35"
"Thakali",""
"Female","34"
"Male","27"
"","61"
"Thakuri",""
"Female","3938"
"Male","3968"
"","7906"
"Tharu",""
"Female","7"
"Male","19"
"","26"
