"Population by Five Years Age Group","Number"
"0-4",""
"Female","2411"
"Male","2532"
"10-14",""
"Female","3495"
"Male","3690"
"15-19",""
"Female","3079"
"Male","2788"
"20-24",""
"Female","2570"
"Male","1813"
"25-29",""
"Female","2286"
"Male","1486"
"30-34",""
"Female","1860"
"Male","1346"
"35-39",""
"Female","1718"
"Male","1309"
"40-44",""
"Female","1220"
"Male","1094"
"45-49",""
"Female","991"
"Male","907"
"50-54",""
"Female","780"
"Male","793"
"55-59",""
"Female","645"
"Male","581"
"5-9",""
"Female","2954"
"Male","3320"
"60-64",""
"Female","758"
"Male","662"
"65-69",""
"Female","453"
"Male","463"
"70-74",""
"Female","356"
"Male","341"
"75+",""
"Female","413"
"Male","376"
