"Population by Mother tongue","Number"
"Achhami",""
"Female","1254"
"Male","984"
"Baitadeli",""
"Female","2032"
"Male","1778"
"Bajhangi",""
"Female","1901"
"Male","1651"
"Bajureli",""
"Female","151"
"Male","136"
"Bhojpuri",""
"Female","3"
"Male","9"
"Darchuleli",""
"Female","1070"
"Male","972"
"Doteli",""
"Female","13327"
"Male","11884"
"Gurung",""
"Female","7"
"Male","6"
"Hindi",""
"Female","25"
"Male","32"
"Jumli",""
"Female","13"
"Male","14"
"Magar",""
"Female","351"
"Male","305"
"Maithili",""
"Female","39"
"Male","33"
"Nepali",""
"Female","1091"
"Male","969"
"Not Reported",""
"Female","11"
"Male","7"
"Others",""
"Female","28"
"Male","33"
"Raji",""
"Female","8"
"Male","6"
"Sign Language",""
"Female","29"
"Male","14"
"Tharu",""
"Female","4615"
"Male","4626"
"Urdu",""
"Female","32"
"Male","33"
