"Population by Mother tongue","Number"
"Avadhi",""
"Female","21"
"Male","22"
"","43"
"Bhojpuri",""
"Female","18"
"Male","48"
"","66"
"Hindi",""
"Female","14"
"Male","34"
"","48"
"Kham",""
"Female","83"
"Male","73"
"","156"
"Kumal",""
"Female","501"
"Male","407"
"","908"
"Magar",""
"Female","1404"
"Male","1193"
"","2597"
"Maithili",""
"Female","7"
"Male","25"
"","32"
"Nepali",""
"Female","108725"
"Male","83268"
"","191993"
"Newar",""
"Female","250"
"Male","177"
"","427"
"Not Reported",""
"Female","28"
"Male","22"
"","50"
"Others",""
"Female","44"
"Male","54"
"","98"
"Tharu",""
"Female","20"
"Male","63"
"","83"
"Urdu",""
"Female","230"
"Male","164"
"","394"
