"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","89"
"Cow Dung","45"
"Electricity Fuel","3"
"KeroseneFuel","147"
"LP Gas","2601"
"Not Sated about Fuel","160"
"OthersFuel","21"
"Wood/FireWood","43760"
"Total","46826"
