"Population by Five Years Age Group","Number"
"0-4",""
"Female","1668"
"Male","1694"
"10-14",""
"Female","2038"
"Male","2111"
"15-19",""
"Female","1099"
"Male","1516"
"20-24",""
"Female","1019"
"Male","1013"
"25-29",""
"Female","1062"
"Male","914"
"30-34",""
"Female","1051"
"Male","808"
"35-39",""
"Female","872"
"Male","775"
"40-44",""
"Female","792"
"Male","733"
"45-49",""
"Female","657"
"Male","627"
"50-54",""
"Female","496"
"Male","538"
"55-59",""
"Female","460"
"Male","469"
"5-9",""
"Female","2217"
"Male","2422"
"60-64",""
"Female","426"
"Male","444"
"65-69",""
"Female","297"
"Male","372"
"70-74",""
"Female","199"
"Male","236"
"75+",""
"Female","131"
"Male","159"
