"Population by Caste Ethinicity","Number"
"Badi",""
"Female","7"
"Male","7"
"","14"
"Brahman - Hill",""
"Female","4473"
"Male","3431"
"","7904"
"Chhantyal/Chhantel",""
"Female","176"
"Male","118"
"","294"
"Chhetri",""
"Female","4458"
"Male","3267"
"","7725"
"Damai/Dholi",""
"Female","772"
"Male","581"
"","1353"
"Gaine",""
"Female","55"
"Male","54"
"","109"
"Gurung",""
"Female","289"
"Male","230"
"","519"
"Kami",""
"Female","2364"
"Male","1813"
"","4177"
"Kumal",""
"Female","1597"
"Male","1236"
"","2833"
"Magar",""
"Female","2324"
"Male","1794"
"","4118"
"Musalman",""
"Female","13"
"Male","10"
"","23"
"Newar",""
"Female","312"
"Male","249"
"","561"
"Others",""
"Female","26"
"Male","21"
"","47"
"Sanyasi/Dasnami",""
"Female","320"
"Male","245"
"","565"
"Sarki",""
"Female","988"
"Male","826"
"","1814"
"Tamang",""
"Female","13"
"Male","4"
"","17"
"Terai Others",""
"Female","13"
"Male","8"
"","21"
"Thakali",""
"Female","11"
"Male","10"
"","21"
"Thakuri",""
"Female","382"
"Male","305"
"","687"
