"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","27"
"Cow Dung","5"
"Electricity Fuel","1"
"KeroseneFuel","19"
"LP Gas","219"
"Not Sated about Fuel","22"
"OthersFuel","1"
"Wood/FireWood","6781"
"Total","7075"
