"Population by Caste Ethinicity","Number"
"Brahman - Hill",""
"Female","867"
"Male","805"
"","1672"
"Chhetri",""
"Female","7873"
"Male","7093"
"","14966"
"Dalit Others",""
"Female","1126"
"Male","999"
"","2125"
"Damai/Dholi",""
"Female","105"
"Male","98"
"","203"
"Gurung",""
"Female","7"
"Male","5"
"","12"
"Kami",""
"Female","445"
"Male","380"
"","825"
"Others",""
"Female","20"
"Male","16"
"","36"
"Rai",""
"Female","13"
"Male","11"
"","24"
"Sanyasi/Dasnami",""
"Female","79"
"Male","59"
"","138"
"Sarki",""
"Female","16"
"Male","16"
"","32"
"Terai Others",""
"Female","6"
"Male","5"
"","11"
"Thakuri",""
"Female","704"
"Male","559"
"","1263"
