"Population by Religion","Number"
"Bahai","0"
"Bon","0"
"Buddism","3"
"Christianity","1"
"Hindu","21305"
"Islam","0"
"Jainism","0"
"Kirat","0"
"Prakriti","0"
"Sikhism","0"
"Undefined","7"
"Total","21316"
