"Population by Mother tongue","Number"
"Bhojpuri",""
"Female","125"
"Male","134"
"Doteli",""
"Female","11"
"Male","10"
"Limbu",""
"Female","9"
"Male","3"
"Magahi",""
"Female","1633"
"Male","1584"
"Magar",""
"Female","790"
"Male","702"
"Maithili",""
"Female","17407"
"Male","16442"
"Nepali",""
"Female","1816"
"Male","1658"
"Newar",""
"Female","30"
"Male","29"
"Not Reported",""
"Female","168"
"Male","143"
"Others",""
"Female","23"
"Male","20"
"Rai",""
"Female","31"
"Male","37"
"Sunuwar",""
"Female","78"
"Male","78"
"Tamang",""
"Female","1020"
"Male","907"
"Uranw/Urau",""
"Female","105"
"Male","113"
"Urdu",""
"Female","257"
"Male","222"
