"Population by Five Years Age Group","Number"
"0-4",""
"Female","2396"
"Male","2328"
"10-14",""
"Female","3174"
"Male","3367"
"15-19",""
"Female","2025"
"Male","2373"
"20-24",""
"Female","1890"
"Male","1504"
"25-29",""
"Female","2020"
"Male","1299"
"30-34",""
"Female","1690"
"Male","1198"
"35-39",""
"Female","1696"
"Male","1241"
"40-44",""
"Female","1295"
"Male","1122"
"45-49",""
"Female","1048"
"Male","1061"
"50-54",""
"Female","793"
"Male","921"
"55-59",""
"Female","620"
"Male","691"
"5-9",""
"Female","3159"
"Male","3134"
"60-64",""
"Female","684"
"Male","741"
"65-69",""
"Female","487"
"Male","513"
"70-74",""
"Female","306"
"Male","339"
"75+",""
"Female","220"
"Male","250"
