"Population by Single Year of Age","Number"
"0",""
"Female","2496"
"Male","2698"
"1",""
"Female","2231"
"Male","2389"
"10",""
"Female","4119"
"Male","4385"
"11",""
"Female","3859"
"Male","3818"
"12",""
"Female","4382"
"Male","4746"
"13",""
"Female","4265"
"Male","4142"
"14",""
"Female","4278"
"Male","4236"
"15",""
"Female","4149"
"Male","3961"
"16",""
"Female","3957"
"Male","3706"
"17",""
"Female","4013"
"Male","3401"
"18",""
"Female","4394"
"Male","3701"
"19",""
"Female","3367"
"Male","2523"
"2",""
"Female","2588"
"Male","2827"
"20",""
"Female","4020"
"Male","2773"
"21",""
"Female","3279"
"Male","2031"
"22",""
"Female","3812"
"Male","2286"
"23",""
"Female","3234"
"Male","1756"
"24",""
"Female","3271"
"Male","1847"
"25",""
"Female","3928"
"Male","2044"
"26",""
"Female","3122"
"Male","1544"
"27",""
"Female","2919"
"Male","1600"
"28",""
"Female","3340"
"Male","1838"
"29",""
"Female","2054"
"Male","1305"
"3",""
"Female","2576"
"Male","2669"
"30",""
"Female","4258"
"Male","2297"
"31",""
"Female","1686"
"Male","1176"
"32",""
"Female","2745"
"Male","1698"
"33",""
"Female","1917"
"Male","1222"
"34",""
"Female","1926"
"Male","1226"
"35",""
"Female","3709"
"Male","2422"
"36",""
"Female","1980"
"Male","1331"
"37",""
"Female","1612"
"Male","1014"
"38",""
"Female","2143"
"Male","1494"
"39",""
"Female","1370"
"Male","1030"
"4",""
"Female","2751"
"Male","3145"
"40",""
"Female","3709"
"Male","2714"
"41",""
"Female","1211"
"Male","969"
"42",""
"Female","1807"
"Male","1464"
"43",""
"Female","1305"
"Male","1083"
"44",""
"Female","1153"
"Male","868"
"45",""
"Female","2804"
"Male","2254"
"46",""
"Female","1306"
"Male","1086"
"47",""
"Female","1109"
"Male","998"
"48",""
"Female","1505"
"Male","1413"
"49",""
"Female","978"
"Male","855"
"5",""
"Female","3137"
"Male","3410"
"50",""
"Female","2730"
"Male","2271"
"51",""
"Female","949"
"Male","928"
"52",""
"Female","1222"
"Male","1197"
"53",""
"Female","851"
"Male","806"
"54",""
"Female","820"
"Male","835"
"55",""
"Female","1742"
"Male","1596"
"56",""
"Female","1014"
"Male","972"
"57",""
"Female","847"
"Male","855"
"58",""
"Female","975"
"Male","995"
"59",""
"Female","694"
"Male","689"
"6",""
"Female","3168"
"Male","3385"
"60",""
"Female","2134"
"Male","1868"
"61",""
"Female","670"
"Male","738"
"62",""
"Female","771"
"Male","779"
"63",""
"Female","591"
"Male","588"
"64",""
"Female","527"
"Male","566"
"65",""
"Female","1280"
"Male","1173"
"66",""
"Female","496"
"Male","504"
"67",""
"Female","548"
"Male","606"
"68",""
"Female","692"
"Male","863"
"69",""
"Female","325"
"Male","430"
"7",""
"Female","3534"
"Male","3702"
"70",""
"Female","1169"
"Male","1054"
"71",""
"Female","267"
"Male","339"
"72",""
"Female","447"
"Male","452"
"73",""
"Female","294"
"Male","357"
"74",""
"Female","194"
"Male","250"
"75",""
"Female","642"
"Male","543"
"76",""
"Female","223"
"Male","275"
"77",""
"Female","215"
"Male","223"
"78",""
"Female","315"
"Male","363"
"79",""
"Female","118"
"Male","168"
"8",""
"Female","3561"
"Male","4044"
"80",""
"Female","436"
"Male","317"
"81",""
"Female","120"
"Male","143"
"82",""
"Female","140"
"Male","150"
"83",""
"Female","112"
"Male","111"
"84",""
"Female","140"
"Male","132"
"85",""
"Female","614"
"Male","547"
"9",""
"Female","3464"
"Male","3570"
