"Population by Caste Ethinicity","Number"
"Badi",""
"Female","53"
"Male","56"
"","109"
"Brahman - Hill",""
"Female","375"
"Male","310"
"","685"
"Chhetri",""
"Female","5370"
"Male","5217"
"","10587"
"Dalit Others",""
"Female","12"
"Male","10"
"","22"
"Damai/Dholi",""
"Female","765"
"Male","647"
"","1412"
"Gurung",""
"Female","241"
"Male","245"
"","486"
"Kami",""
"Female","2048"
"Male","1883"
"","3931"
"Magar",""
"Female","1154"
"Male","1062"
"","2216"
"Others",""
"Female","18"
"Male","9"
"","27"
"Sanyasi/Dasnami",""
"Female","91"
"Male","83"
"","174"
"Sarki",""
"Female","18"
"Male","14"
"","32"
"Tamang",""
"Female","10"
"Male","9"
"","19"
"Terai Others",""
"Female","6"
"Male","5"
"","11"
"Thakuri",""
"Female","1197"
"Male","1125"
"","2322"
