"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","8"
"Cow Dung","8"
"Electricity Fuel","0"
"KeroseneFuel","2"
"LP Gas","1"
"Not Sated about Fuel","26"
"OthersFuel","0"
"Wood/FireWood","4051"
"Total","4096"
