"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","7"
"Cow Dung","4241"
"Electricity","0"
"Kerosene","102"
"LP Gas","41"
"Not stated","22"
"Others","8"
"Wood/Firewood","1276"
"Total","5697"
