"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","66"
"Cow Dung","2"
"Electricity Fuel","3"
"KeroseneFuel","6"
"LP Gas","150"
"Not Sated about Fuel","11"
"OthersFuel","0"
"Wood/FireWood","3700"
"Total","3938"
