"Population by Religion","Number"
"Bahai","1"
"Bon","0"
"Buddism","1229"
"Christianity","41"
"Hindu","14858"
"Islam","39"
"Jainism","0"
"Kirat","11"
"Prakriti","0"
"Sikhism","0"
"Undefined","0"
"Total","16179"
