"Population by Caste Ethinicity","Number"
"Badi",""
"Female","11"
"Male","14"
"","25"
"Brahman - Hill",""
"Female","634"
"Male","576"
"","1210"
"Chhetri",""
"Female","1636"
"Male","1534"
"","3170"
"Damai/Dholi",""
"Female","402"
"Male","354"
"","756"
"Gurung",""
"Female","244"
"Male","221"
"","465"
"Kami",""
"Female","1676"
"Male","1592"
"","3268"
"Magar",""
"Female","4245"
"Male","4041"
"","8286"
"Musalman",""
"Female","8"
"Male","7"
"","15"
"Others",""
"Female","7"
"Male","16"
"","23"
"Sanyasi/Dasnami",""
"Female","135"
"Male","148"
"","283"
"Sarki",""
"Female","209"
"Male","204"
"","413"
"Thakuri",""
"Female","1550"
"Male","1338"
"","2888"
