"Population by Religion","Number"
"Bahai","0"
"Bon","0"
"Buddism","1232"
"Christianity","289"
"Hindu","19265"
"Islam","15"
"Jainism","0"
"Kirat","0"
"Prakriti","0"
"Sikhism","0"
"Undefined","1"
"Total","20802"
